Date,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
總和值,62.1,66.4,40.7,34.0,279.1,112.3,216.7,616.2,243.7,71.1,11.3,69.4
1,-,-,4.5,3.5,-,-,0.5,8.0,-,-,12.0,-
2,-,-,4.0,-,-,-,1.5,-,-,-,-,T
3,-,-,-,-,-,-,3.5,1.5,-,-,-,-
4,-,0.2,2.5,1.0,-,-,-,31.0,6.5,-,-,-
5,-,-,-,-,-,-,-,15.0,4.5,1.0,-,-
6,-,-,-,7.2,-,-,-,1.5,18.5,-,127.5,-
7,-,13.5,-,21.5,-,-,-,T,1.5,-,25.0,-
8,-,0.5,-,-,-,0.3,-,-,-,-,-,-
9,-,-,-,1.0,-,-,-,-,-,-,-,0.5
10,-,0.5,17.0,T,-,-,-,41.0,T,-,-,-
11,-,-,-,-,-,0.1,-,59.0,-,-,-,2.0
12,1.0,1.9,-,5.0,-,6.4,-,0.5,-,1.5,T,2.0
13,-,34.9,-,-,-,35.0,-,-,1.0,8.0,1.0,-
14,0.5,1.8,12.5,-,-,20.5,12.0,6.0,T,20.0,1.5,-
15,-,4.0,0.3,-,0.4,-,10.5,9.5,1.0,0.5,-,-
16,-,1.5,-,-,7.5,-,-,1.0,0.5,1.5,-,-
17,0.6,2.5,-,-,23.0,-,-,57.0,3.0,1.5,1.5,-
18,-,-,-,0.5,1.0,-,-,26.0,1.0,1.5,-,-
19,-,-,-,2.5,2.0,-,-,-,-,2.5,0.5,-
20,0.5,-,-,-,24.0,-,-,7.5,-,-,15.0,-
21,0.1,-,-,-,37.5,-,-,28.0,-,47.0,0.5,1.5
22,0.5,4.5,-,-,146.9,-,-,38.0,-,12.5,0.5,3.0
23,1.0,10.8,T,-,40.7,-,1.5,-,-,0.5,1.0,0.5
24,-,0.5,0.1,0.3,26.5,-,-,-,T,-,12.0,3.0
25,3.0,-,-,-,-,-,-,-,1.5,-,T,0.5
26,58.9,11.0,11.0,4.0,5.0,-,-,21.0,-,1.0,-,-
27,0.3,7.0,8.0,-,20.0,-,T,12.0,-,-,1.5,-
28,8.0,5.0,28.5,-,2.0,12.5,8.0,4.5,-,T,0.5,-
29,-,9.0,-,-,-,-,4.5,1.0,-,3.0,5.5,0.5
30,-,,-,-,-,-,17.5,-,2.5,-,-,6.0
31,-,,-,,-,,13.5,10.0,,-,,-
總和值,74.4,109.1,88.4,46.5,336.5,74.8,73.0,379.0,41.5,102.0,205.5,19.5
