Date,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
19,14.9,-,0.2,-,-,0.4,0.4,3.7,-,11.4,12.3,-
20,9.6,-,14.0,-,-,-,4.2,17.9,-,-,-,-
21,0.9,3.9,1.4,-,-,-,29.4,-,-,-,-,-
22,0.3,38.6,-,-,-,-,-,-,-,0.5,37.9,-
23,1.7,1.5,-,-,-,-,0.4,5.6,-,1.7,6.4,68.2
24,3.3,T,-,27.3,-,-,-,2.9,40.4,0.9,0.6,60.4
25,1.3,6.1,-,1.7,-,-,-,2.0,2.4,-,0.1,3.8
26,26.5,2.3,-,-,-,-,-,7.8,60.5,6.9,4.7,4.2
27,3.9,-,0.1,0.1,-,-,-,21.6,27.9,1.4,3.6,67.2
28,17.8,11.9,1.3,-,-,-,-,18.7,53.7,-,1.0,85.0
29,50.0,,-,-,0.4,0.2,-,4.1,32.1,-,-,49.5
30,23.4,,-,-,0.3,-,-,22.6,-,4.5,-,51.0
31,34.2,,T,,-,,-,-,,21.7,,56.0
總和值,457.9,396.5,62.1,97.5,29.1,151.0,350.4,300.9,885.5,453.0,230.1,632.1
1,33.0,3.4,-,8.9,58.0,-,-,-,-,88.5,5.5,1.5
2,24.0,-,-,0.4,6.4,0.5,44.5,1.3,-,-,-,6.6
3,29.0,-,12.0,1.8,2.2,2.5,38.0,-,-,-,2.5,-
4,1.0,3.5,-,1.0,T,6.2,T,0.6,29.5,-,1.5,2.5
5,4.0,-,0.5,-,0.5,-,0.4,1.8,57.0,-,36.0,117.0
6,11.5,-,13.5,-,37.1,-,-,1.0,15.5,-,-,201.5
7,0.5,-,30.2,-,20.6,-,-,45.5,T,0.4,43.0,50.3
8,11.0,-,21.9,-,2.6,-,-,75.0,19.5,4.9,48.5,-
9,5.0,1.2,37.4,-,14.7,-,-,151.0,-,1.5,3.5,-
10,-,-,27.4,-,1.0,20.0,-,-,-,-,-,-
11,-,-,-,18.9,-,72.9,6.7,-,-,-,-,3.0
12,-,-,-,1.3,-,37.0,18.5,0.5,0.3,-,-,-
