Date,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
9,19.5,3.0,-,-,0.5,-,-,-,12.0,1.0,-,1.0
10,-,4.0,-,-,-,0.5,30.0,-,3.5,5.5,-,1.0
11,-,4.5,-,-,-,5.5,43.5,-,-,13.5,-,2.0
12,-,0.5,-,39.5,-,-,8.0,5.0,-,22.0,-,-
13,-,-,-,0.5,-,-,-,-,-,-,0.5,0.5
14,-,-,-,-,-,-,-,14.5,-,-,-,-
15,-,-,2.5,7.0,-,19.0,-,0.5,0.5,-,-,-
16,-,-,-,5.5,-,0.5,-,5.5,-,1.0,-,-
17,-,-,-,15.5,-,10.5,-,-,-,23.0,6.5,0.5
18,0.5,-,-,-,-,6.0,-,-,-,-,1.5,-
19,9.0,-,-,-,-,-,-,103.0,-,4.5,14.0,-
20,0.5,-,22.0,-,-,-,-,-,-,-,-,-
21,-,1.0,-,-,-,-,12.5,-,-,-,-,-
22,0.5,28.0,-,-,-,-,1.5,12.0,-,-,2.5,-
23,0.5,-,-,-,-,1.0,-,2.5,1.0,-,4.5,22.0
24,-,-,-,15.0,-,-,3.0,1.5,2.0,-,-,13.0
25,-,4.5,-,-,-,-,-,1.5,-,-,-,-
26,1.0,-,-,-,-,-,-,26.5,7.0,-,2.0,1.5
27,-,-,-,-,-,-,-,18.0,23.0,-,-,5.5
28,13.5,11.5,-,-,-,-,-,49.5,21.0,-,3.0,0.5
29,12.5,,-,-,-,-,-,20.0,16.0,-,-,-
30,5.5,,-,-,-,18.5,-,67.0,-,-,-,-
31,32.5,,-,,-,,-,-,,1.5,,0.5
總和值,295.0,129.0,50.0,88.5,24.5,67.0,117.5,327.0,126.5,109.0,41.0,52.0
1,-,-,-,6.0,66.5,-,-,-,-,8.5,-,1.0
2,2.0,-,-,-,4.0,-,136.5,-,-,-,-,0.5
3,6.0,0.5,18.5,0.5,1.0,-,0.5,-,-,-,-,-
4,-,1.5,-,0.5,-,18.0,-,-,2.5,-,-,1.5
5,7.5,-,7.5,-,-,-,-,-,28.0,-,0.5,54.5
6,7.0,-,18.5,-,9.0,-,-,-,15.0,-,-,44.0
7,-,-,20.0,-,7.0,-,-,27.5,-,-,-,12.5
8,0.5,-,13.0,-,-,-,-,62.0,-,-,-,-
9,-,0.5,66.0,-,11.5,-,-,52.5,-,-,-,-
10,-,-,27.5,-,0.5,8.0,-,9.0,-,-,-,-
11,-,-,-,19.0,-,102.0,-,-,-,-,-,-
12,-,-,-,-,-,31.0,-,1.0,-,-,-,-
13,-,0.5,-,2.0,-,37.0,-,-,-,-,-,-
14,-,-,-,3.0,-,82.0,-,-,-,-,-,-
15,1.5,-,8.0,2.0,-,-,-,0.5,37.5,-,-,-
16,15.5,0.5,-,24.5,-,-,-,3.5,0.5,-,-,-
17,8.5,-,0.5,-,178.0,0.5,6.0,-,-,-,-,-
18,-,-,0.5,-,6.0,-,2.0,52.5,6.0,-,1.0,-
19,-,0.5,-,15.0,-,-,5.5,16.5,1.5,-,2.0,0.5
20,1.5,-,-,13.0,61.5,-,-,-,25.0,-,-,4.0
21,2.5,1.0,-,50.0,-,-,-,29.0,26.5,-,2.0,1.5
22,-,2.0,0.5,-,-,-,44.0,-,-,-,5.0,-
23,-,6.0,9.0,-,2.0,13.5,-,-,-,-,1.0,-
24,-,67.0,3.5,-,-,3.5,-,4.5,-,-,-,-
25,-,0.5,18.5,-,0.5,68.0,-,-,-,-,0.5,-
26,-,-,-,-,-,0.5,-,-,-,-,-,-
27,-,-,-,-,6.0,-,17.0,-,0.5,-,-,-
28,-,-,-,-,75.0,-,0.5,-,4.0,-,0.5,-
29,-,,11.5,-,-,-,-,-,25.5,5.0,-,23.0
30,-,,2.5,-,-,-,-,33.5,58.5,0.5,-,21.5
31,-,,-,,-,,-,-,,-,,2.0
總和值,52.5,80.5,225.5,135.5,428.5,364.0,212.0,292.0,231.0,14.0,12.5,166.5
1,-,-,0.5,6.5,-,-,-,-,16.5,-,-,5.5
2,-,-,-,11.5,-,4.5,37.0,-,-,-,-,1.0
3,-,-,-,0.5,-,-,-,136.5,20.5,-,4.0,4.0
4,-,4.0,2.0,1.0,-,-,-,36.5,-,-,-,5.5
5,-,6.0,14.5,1.5,-,-,-,-,-,1.0,-,-
6,-,-,-,7.0,0.5,-,-,-,-,-,-,-
7,-,9.5,-,2.5,19.0,27.5,-,-,-,-,-,4.0
8,-,-,-,-,-,4.0,-,-,-,-,1.5,9.5
9,-,-,3.0,-,-,3.5,-,-,-,0.5,-,20.5
10,-,-,65.5,-,-,-,-,6.0,1.5,-,0.5,2.0
11,-,-,-,18.0,-,-,-,45.5,0.5,-,-,1.5
12,1.0,-,3.0,7.5,6.0,-,-,0.5,-,1.0,-,-
13,0.5,3.0,71.0,-,-,-,-,-,-,1.5,8.0,-
14,4.0,-,7.5,-,-,51.5,-,10.0,-,-,1.0,1.0
15,-,0.5,-,-,-,-,-,45.5,-,-,-,6.0
16,-,33.0,-,-,4.0,-,-,18.5,-,-,-,3.0
17,1.0,-,-,-,-,-,-,-,-,1.5,-,0.5
18,-,-,1.5,-,28.0,-,-,-,3.0,1.0,-,2.0
19,-,-,5.0,-,13.5,-,-,-,1.0,-,-,1.5
20,-,-,-,-,20.5,-,0.5,-,31.0,-,-,-
21,-,-,-,0.5,41.5,-,-,-,-,1.5,-,2.0
22,-,-,-,2.0,87.5,-,-,21.0,-,11.0,-,-
23,-,-,2.0,11.5,18.0,-,-,4.5,-,6.0,-,14.0
24,-,-,-,2.5,-,-,-,-,6.0,-,-,10.0
25,0.5,-,-,-,-,-,-,-,1.5,-,-,1.5
26,36.5,-,1.5,-,1.5,-,-,-,1.0,-,-,-
27,5.0,-,-,-,22.5,-,1.0,-,44.0,-,-,0.5
28,0.5,-,15.5,-,73.5,-,2.0,1.5,15.0,-,0.5,1.5
29,-,-,-,-,3.5,-,14.5,-,0.5,-,-,-
30,-,,0.5,-,0.5,-,-,-,4.5,-,1.5,1.5
31,-,,2.0,,-,,-,7.0,,-,,-
總和值,49.0,56.0,195.0,72.5,340.0,91.0,55.0,333.0,146.5,25.0,17.0,98.5
1,-,-,-,-,-,11.0,-,1.0,-,-,-,-
2,-,-,18.5,-,-,-,-,-,-,-,-,-
3,-,-,-,-,-,-,-,-,-,-,-,-
4,3.0,-,2.0,0.5,-,10.0,-,39.5,2.5,-,-,-
5,3.5,-,0.5,-,0.5,36.0,-,2.5,1.0,-,-,-
6,5.5,-,48.0,-,-,16.5,-,29.5,-,-,-,1.0
7,12.0,-,2.0,-,-,65.5,2.0,165.5,-,-,-,1.5
8,3.5,-,-,1.5,6.5,-,-,-,-,-,21.0,-
9,-,-,0.5,-,-,-,-,-,-,-,-,-
10,-,7.0,-,-,-,-,-,53.0,-,0.5,-,-
11,14.0,21.0,-,-,-,-,-,-,-,56.5,-,-
